student_id,date,name,country,sql,excel,maths,python,poo,tableau,data_exploration,data_manipulation,data_viz,data_transformation,data_modelisation,data_deployement,pack_office,result_presentation
GMC0000493,2021-06-24,Ben Halima Mohamed,Tunisie,35.9,,36,49,70,58.0,35.9,49.34,36,49,70,64,52.0,64
GMC0000494,2021-06-23,Ben Slimane Mohamed,Tunisie,11.95,,12,1,63,37.0,11.95,1.45,12,1,63,41,69.0,41
GMC0000495,2021-06-25,Saied Kais,Tunisie,49.64,,50,22,46,28.0,49.64,22.33,50,22,46,25,77.0,25
GMC0000496,2021-06-23,Diakité Abdoulaye,Côte d'ivoire,43.83,,44,33,59,66.0,43.83,33.3,44,33,59,2,3.0,2
GMC0000497,2021-06-25,Bakary Matip,Cameroun,45.87,,46,55,16,62.0,45.87,55.27,46,55,16,68,79.0,68
GMC0000498,2021-06-25,Owona Chedjou,,52.98,,53,37,64,33.0,52.98,36.75,53,37,64,4,,4
GMC0000499,2021-06-22,Kouadio Amani,Côte d'ivoire,1.0,,1,43,87,28.0,1.0,42.62,1,43,87,66,91.0,66
GMC0000500,2021-06-23,Sraieb Anis,Tunisie,24.93,,25,46,62,41.0,24.93,45.68,25,46,62,75,27.0,75
GMC0000501,2021-06-21,Manga Emana,Cameroun,63.09,,63,66,7,27.0,63.09,65.96,63,66,7,23,79.0,23
GMC0000502,2021-06-25,Mengue Douala,Cameroun,70.54,,71,95,1,32.0,70.54,95.19,71,95,1,90,57.0,90
GMC0000503,2021-06-22,Nyambele Tchakounté,Cameroun,46.28,,46,75,78,10.0,46.28,75.22,46,75,78,14,26.0,14
GMC0000504,2021-06-24,Diedhiou Anta,Sénégal,48.87,,49,67,41,67.0,48.87,66.82,49,67,41,54,97.0,54
GMC0000505,2021-06-25,Sèdjo Akouvi,Bénin,32.39,,32,69,73,92.0,32.39,69.27,32,69,73,48,17.0,48
GMC0000506,2021-06-21,Ekwalla N'Gog,Cameroun,93.26,,93,88,100,20.0,93.26,88.33,93,88,100,65,87.0,65
GMC0000507,2021-06-23,Kpatinvoh Akouvi,Bénin,55.72,,56,64,48,33.0,55.72,64.41,56,64,48,13,50.0,13
GMC0000508,2021-06-25,Ouattara Amadou,Côte d'ivoire,77.32,,77,30,65,7.0,77.32,29.51,77,30,65,82,79.0,82
GMC0000509,2021-06-25,Mbodji Aïssatou,Sénégal,41.16,,41,17,27,53.0,41.16,17.45,41,17,27,20,55.0,20
GMC0000510,2021-06-23,Ouattara Abdoulaye,Côte d'ivoire,49.23,,49,90,34,53.0,49.23,89.99,49,90,34,54,36.0,54
GMC0000511,2021-06-21,Ondoua Nkoulou,Cameroun,45.0,,45,67,49,50.0,45.0,66.92,45,67,49,94,63.0,94
GMC0000512,2021-06-23,Coulibaly Bakary,Côte d'ivoire,37.97,,38,83,62,61.0,37.97,83.1,38,83,62,42,21.0,42
GMC0000513,2021-06-22,Djoko Mbia,Cameroun,92.79,,93,58,69,8.0,92.79,57.77,93,58,69,90,85.0,90
GMC0000514,2021-06-23,Kane Cheikh,Sénégal,85.88,,86,63,80,30.0,85.88,62.61,86,63,80,88,16.0,88
GMC0000515,2021-06-21,Ben Mahmoud Néji,Tunisie,20.81,,21,82,63,42.0,20.81,81.51,21,82,63,57,31.0,57
GMC0000516,2021-06-22,Onana Nyom,Cameroun,51.02,,51,19,18,55.0,51.02,18.54,51,19,18,9,24.0,9
GMC0000517,2021-06-21,Keita Ibrahima,Côte d'ivoire,59.05,,59,80,77,43.0,59.05,79.53,59,80,77,15,50.0,15
GMC0000518,2021-06-23,Kpinakin Akouvi,Bénin,64.31,,64,81,19,65.0,64.31,80.82,64,81,19,5,67.0,5
GMC0000519,2021-06-24,Tunisie Taïeb,Tunisie,77.61,,78,50,61,41.0,77.61,49.83,78,50,61,93,18.0,93
GMC0000520,2021-06-21,Niang Ndeye,Sénégal,39.36,,39,59,45,100.0,39.36,59.19,39,59,45,34,80.0,34
GMC0000521,2021-06-25,Nguiamba Doumbe,Cameroun,68.89,,69,66,80,45.0,68.89,66.3,69,66,80,54,66.0,54
GMC0000522,2021-06-25,Batonon Gbènè,Bénin,50.26,,50,56,68,45.0,50.26,56.18,50,56,68,15,89.0,15
GMC0000523,2021-06-24,Diatta Fatou,Sénégal,55.61,,56,89,87,75.0,55.61,88.58,56,89,87,92,81.0,92
GMC0000524,2021-06-21,Ambomo Tientcheu,Cameroun,21.63,,22,83,37,71.0,21.63,83.17,22,83,37,44,,44
GMC0000525,2021-06-24,Kodjo Akouvi,Bénin,26.21,,26,65,53,42.0,26.21,65.28,26,65,53,29,62.0,29
GMC0000526,2021-06-22,Soumanou Gbènè,Bénin,46.82,,47,33,53,20.0,46.82,32.93,47,33,53,69,80.0,69
GMC0000527,2021-06-25,Sylla Ndèye,Sénégal,50.72,,51,27,22,57.0,50.72,26.99,51,27,22,71,84.0,71
GMC0000528,2021-06-25,Foe Ekwalla,Cameroun,100.0,,100,73,61,9.0,100.0,73.47,100,73,61,75,96.0,75
GMC0000529,2021-06-25,Goudiaby Aminata,Sénégal,89.19,,89,57,10,72.0,89.19,57.04,89,57,10,89,62.0,89
GMC0000530,2021-06-22,Diatta Oumar,Sénégal,34.39,,34,79,53,66.0,34.39,79.05,34,79,53,8,5.0,8
GMC0000531,2021-06-23,Agbéssi Akouvi,Bénin,39.98,,40,49,46,56.0,39.98,49.12,40,49,46,48,56.0,48
GMC0000532,2021-06-23,Doumbé Tchakounté,Cameroun,21.57,,22,29,5,91.0,21.57,29.36,22,29,5,85,95.0,85
GMC0000533,2021-06-22,Cisse Souleymane,Côte d'ivoire,27.42,,27,42,38,43.0,27.42,42.27,27,42,38,29,46.0,29
GMC0000534,2021-06-21,Kalla Eto'o,Cameroun,22.57,,23,44,47,60.0,22.57,43.7,23,44,47,18,96.0,18
GMC0000535,2021-06-21,Dohou Akouvi,Bénin,48.22,,48,70,62,48.0,48.22,69.52,48,70,62,62,21.0,62
GMC0000536,2021-06-25,Soltani Abderrahmane,Tunisie,17.02,,17,59,100,63.0,17.02,58.6,17,59,100,8,75.0,8
GMC0000537,2021-06-25,Etoo Onana,Cameroun,36.0,,36,82,17,52.0,36.0,81.88,36,82,17,56,63.0,56
GMC0000538,2021-06-22,Sylla Ndèye,Sénégal,54.12,,54,83,81,53.0,54.12,82.59,54,83,81,65,71.0,65
GMC0000539,2021-06-21,Ouattara Cheick,Côte d'ivoire,34.21,,34,95,61,35.0,34.21,95.43,34,95,61,32,55.0,32
GMC0000540,2021-06-22,Sebsi Béji,Tunisie,28.32,,28,62,31,53.0,28.32,61.64,28,62,31,59,19.0,59
GMC0000541,2021-06-24,Sfar Mohamed,Tunisie,24.94,,25,25,69,55.0,24.94,25.34,25,25,69,50,31.0,50
GMC0000542,2021-06-23,Ngal Ngando,Cameroun,80.18,,80,7,58,55.0,80.18,7.01,80,7,58,93,75.0,93
GMC0000543,2021-06-23,Diagne Mamadou,Sénégal,92.8,,93,1,43,59.0,92.8,1.0,93,1,43,28,11.0,28
GMC0000544,2021-06-22,Nguiamba Doumbe,Cameroun,34.39,,34,39,1,19.0,34.39,39.02,34,39,1,98,75.0,98
GMC0000545,2021-06-22,Tientcheu Owona,Cameroun,44.7,,45,1,61,63.0,44.7,1.0,45,1,61,31,47.0,31
GMC0000546,2021-06-21,Diop Ndongo,Sénégal,20.16,44.0,20,53,100,64.0,20.16,53.11,20,53,100,44,43.0,44
GMC0000547,2021-06-24,Dambé Moukandjo,Cameroun,66.44,,66,87,49,69.0,66.44,87.35,66,87,49,66,97.0,66
GMC0000548,2021-06-25,Kante Ndèye,Sénégal,55.0,,55,44,78,30.0,55.0,44.07,55,44,78,90,92.0,90
GMC0000549,2021-06-25,Tchalla Foli,Bénin,77.28,,77,13,58,97.0,77.28,12.95,77,13,58,49,51.0,49
GMC0000550,2021-06-22,Diabaté Amadou,Côte d'ivoire,37.77,,38,61,20,65.0,37.77,60.75,38,61,20,25,48.0,25
GMC0000551,2021-06-24,Boh Sama,Cameroun,84.21,98.0,84,30,71,65.0,84.21,30.45,84,30,71,98,44.0,98
GMC0000552,2021-06-23,Yao Kouamé,Côte d'ivoire,72.29,,72,60,61,23.0,72.29,59.74,72,60,61,16,76.0,16
GMC0000553,2021-06-25,Ouattara Mamadou,Côte d'ivoire,70.94,,71,38,70,100.0,70.94,37.99,71,38,70,4,78.0,4
GMC0000554,2021-06-24,Tunis Fethi,Tunisie,62.85,,63,24,32,50.0,62.85,23.7,63,24,32,27,18.0,27
GMC0000555,2021-06-23,Gaye Cheikh,Sénégal,48.75,,49,25,60,39.0,48.75,25.31,49,25,60,72,95.0,72
GMC0000556,2021-06-25,Diakhaté Mamadou,Sénégal,68.6,83.0,69,45,27,,68.6,45.45,69,45,27,83,3.0,83
GMC0000557,2021-06-22,Tchuisseu Toukam,Cameroun,6.9,,7,41,72,53.0,6.9,40.51,7,41,72,48,89.0,48
GMC0000558,2021-06-24,Coulibaly Ibrahim,Côte d'ivoire,52.25,,52,57,58,78.0,52.25,56.83,52,57,58,80,1.0,80
GMC0000559,2021-06-25,Fofana Amadou,Côte d'ivoire,58.07,,58,47,7,50.0,58.07,46.54,58,47,7,68,,68
GMC0000560,2021-06-23,Diop Ndèye,Sénégal,40.57,51.0,41,72,36,34.0,40.57,72.05,41,72,36,51,85.0,51
GMC0000561,2021-06-25,Yèkpè Akouvi,Bénin,49.99,,50,37,71,44.0,49.99,37.13,50,37,71,52,79.0,52
GMC0000562,2021-06-22,Bouhlel Mohamed,Tunisie,76.25,,76,47,67,46.0,76.25,47.06,76,47,67,53,93.0,53
GMC0000563,2021-06-23,Boh Sama,Cameroun,45.78,,46,47,99,47.0,45.78,47.28,46,47,99,50,44.0,50
GMC0000564,2021-06-22,Sèssinou Amavi,Bénin,69.95,,70,21,93,37.0,69.95,21.43,70,21,93,46,11.0,46
GMC0000565,2021-06-21,Atchadé Têko,Bénin,63.81,,64,16,89,46.0,63.81,16.27,64,16,89,44,58.0,44
GMC0000566,2021-06-21,Matip Ngog,Cameroun,21.17,,21,58,90,22.0,21.17,57.92,21,58,90,68,37.0,68
GMC0000567,2021-06-23,Jouini Mohamed,Tunisie,91.04,,91,47,80,71.0,91.04,46.78,91,47,80,6,41.0,6
GMC0000568,2021-06-24,Sow Cheikh,Sénégal,14.03,,14,16,93,80.0,14.03,16.18,14,16,93,92,2.0,92
GMC0000569,2021-06-24,Zoua Tchuisseu,Cameroun,100.0,,100,54,1,65.0,100.0,54.04,100,54,1,35,93.0,35
GMC0000570,2021-06-24,Tossou Foli,Bénin,15.87,,16,68,21,6.0,15.87,68.48,16,68,21,77,77.0,77
GMC0000571,2021-06-23,Mezoued Mohamed,Tunisie,51.8,,52,54,56,7.0,51.8,54.13,52,54,56,53,39.0,53
GMC0000572,2021-06-25,Camara Khady,Sénégal,65.33,,65,13,65,51.0,65.33,12.62,65,13,65,83,70.0,83
GMC0000573,2021-06-21,Diedhiou Anta,Sénégal,87.23,,87,7,85,11.0,87.23,7.16,87,7,85,66,6.0,66
GMC0000574,2021-06-24,Kante Abdoulaye,Sénégal,55.53,,56,100,40,56.0,55.53,100.0,56,100,40,52,65.0,52
GMC0000575,2021-06-22,Dossa Komi,Bénin,11.73,,12,69,68,10.0,11.73,69.3,12,69,68,58,57.0,58
GMC0000576,2021-06-21,Ouattara Abdoulaye,Côte d'ivoire,70.05,,70,100,86,43.0,70.05,100.0,70,100,86,72,55.0,72
GMC0000577,2021-06-21,Ben Chérif Hedi,,39.39,,39,26,91,41.0,39.39,25.65,39,26,91,58,1.0,58
GMC0000578,2021-06-24,Mezri Marouane,Tunisie,77.97,,78,62,75,55.0,77.97,61.85,78,62,75,88,24.0,88
GMC0000579,2021-06-24,Kane Cheikh,Sénégal,89.24,,89,34,78,40.0,89.24,34.3,89,34,78,19,88.0,19
GMC0000580,2021-06-24,Samba Babacar,Sénégal,85.69,,86,65,52,40.0,85.69,64.53,86,65,52,6,61.0,6
GMC0000581,2021-06-22,Ndao Fatou,Sénégal,15.7,,16,56,43,44.0,15.7,56.05,16,56,43,24,60.0,24
GMC0000582,2021-06-22,Cisse Souleymane,Côte d'ivoire,43.34,,43,46,48,15.0,43.34,46.48,43,46,48,14,64.0,14
GMC0000583,2021-06-22,Diedhiou Aïssatou,Sénégal,69.48,,69,34,38,57.0,69.48,33.67,69,34,38,60,56.0,60
GMC0000584,2021-06-22,Samba Babacar,Sénégal,47.43,,47,93,9,100.0,47.43,93.4,47,93,9,79,11.0,79
GMC0000585,2021-06-21,Ndao Fatou,Sénégal,35.34,,35,62,34,77.0,35.34,62.33,35,62,34,27,47.0,27
GMC0000586,2021-06-22,Eloui Mohamed,Tunisie,56.01,,56,67,94,63.0,56.01,67.49,56,67,94,96,15.0,96
GMC0000587,2021-06-21,Bouhlel Mohamed,Tunisie,25.05,,25,38,47,47.0,25.05,37.74,25,38,47,22,9.0,22
GMC0000588,2021-06-22,Kante Abdoulaye,Côte d'ivoire,54.78,,55,57,100,64.0,54.78,57.41,55,57,100,41,15.0,41
GMC0000589,2021-06-23,Mbia Abanda,Cameroun,26.18,,26,64,7,30.0,26.18,64.37,26,64,7,17,69.0,17
GMC0000590,2021-06-22,Kane Rokhaya,Sénégal,86.77,17.0,87,37,52,93.0,86.77,37.37,87,37,52,17,30.0,17
GMC0000591,2021-06-23,Kante Abdoulaye,Sénégal,67.97,,68,68,58,45.0,67.97,67.56,68,68,58,68,41.0,68
GMC0000592,2021-06-21,Ouertani Mohamed,Tunisie,45.84,,46,36,30,75.0,45.84,36.14,46,36,30,98,87.0,98
GMC0000593,2021-06-25,Tchoutchoui Owona,Cameroun,69.12,96.0,69,68,41,24.0,69.12,68.21,69,68,41,96,26.0,96
GMC0000594,2021-06-23,Dabo Sokhna,Sénégal,20.26,,20,19,33,53.0,20.26,18.9,20,19,33,81,45.0,81
GMC0000595,2021-06-22,Agbémé Komi,Bénin,36.63,,37,22,60,25.0,36.63,22.3,37,22,60,17,13.0,17
GMC0000596,2021-06-21,Kante Adama,Côte d'ivoire,49.46,,49,39,11,67.0,49.46,39.33,49,39,11,93,37.0,93
GMC0000597,2021-06-22,Diop Ndèye,Sénégal,22.37,,22,1,63,60.0,22.37,1.0,22,1,63,47,79.0,47
GMC0000598,2021-06-25,Ben Attia Mohamed,Tunisie,23.6,78.0,24,21,32,63.0,23.6,21.29,24,21,32,78,18.0,78
GMC0000599,2021-06-23,Etoo Onana,Cameroun,75.53,,76,19,67,40.0,75.53,19.13,76,19,67,69,14.0,69
GMC0000600,2021-06-22,Fofana Ibrahima,Côte d'ivoire,92.74,,93,35,1,78.0,92.74,35.26,93,35,1,84,74.0,84
GMC0000601,2021-06-21,Ouattara Mamadou,Côte d'ivoire,50.74,,51,17,1,30.0,50.74,17.17,51,17,1,21,11.0,21
GMC0000602,2021-06-21,Moudachirou Kossi,Bénin,53.1,,53,38,29,60.0,53.1,37.63,53,38,29,66,70.0,66
GMC0000603,2021-06-22,Bouhlel Mohamed,Tunisie,57.24,,57,67,14,39.0,57.24,66.75,57,67,14,57,77.0,57
GMC0000604,2021-06-21,Kpatinvoh Akouvi,Bénin,42.46,,42,47,50,72.0,42.46,46.55,42,47,50,55,31.0,55
GMC0000605,2021-06-24,Sghaier Hichem,Tunisie,60.36,,60,51,50,53.0,60.36,51.46,60,51,50,41,80.0,41
GMC0000606,2021-06-24,Issa Ngando,Cameroun,73.75,,74,30,63,74.0,73.75,30.49,74,30,63,8,50.0,8
GMC0000607,2021-06-21,Monastiri Mohamed,Tunisie,63.05,,63,58,78,36.0,63.05,58.44,63,58,78,18,87.0,18
GMC0000608,2021-06-21,Ndiaye Mamadou,Sénégal,1.0,,1,46,94,30.0,1.0,45.83,1,46,94,80,11.0,80
GMC0000609,2021-06-23,Dione Anta,Sénégal,62.57,,63,53,62,60.0,62.57,52.64,63,53,62,44,4.0,44
GMC0000610,2021-06-22,Moukandjo Tchuisseu,Cameroun,41.14,,41,51,11,89.0,41.14,51.11,41,51,11,46,9.0,46
GMC0000611,2021-06-23,Drame Ndongo,Sénégal,38.83,,39,41,67,82.0,38.83,40.78,39,41,67,40,47.0,40
GMC0000612,2021-06-22,Fattoum Mohamed,Tunisie,22.08,,22,48,33,63.0,22.08,48.15,22,48,33,58,20.0,58
GMC0000613,2021-06-22,Diarra Abdoulaye,Côte d'ivoire,30.29,,30,30,40,31.0,30.29,30.01,30,30,40,14,47.0,14
GMC0000614,2021-06-25,Avlessi Komi,Bénin,76.39,,76,53,51,28.0,76.39,53.12,76,53,51,2,83.0,2
GMC0000615,2021-06-24,Dambé Moukandjo,Cameroun,17.39,80.0,17,18,30,45.0,17.39,17.76,17,18,30,80,94.0,80
GMC0000616,2021-06-22,Konan Kouassi,Côte d'ivoire,63.49,,63,82,39,65.0,63.49,82.31,63,82,39,7,91.0,7
GMC0000617,2021-06-24,Brou Téa,Côte d'ivoire,58.67,,59,18,100,99.0,58.67,17.7,59,18,100,22,70.0,22
GMC0000618,2021-06-21,Abanda Manga,Cameroun,71.85,,72,83,61,79.0,71.85,83.06,72,83,61,71,39.0,71
GMC0000619,2021-06-24,Zanou Akouvi,Bénin,10.62,,11,90,67,47.0,10.62,89.85,11,90,67,33,31.0,33
GMC0000620,2021-06-24,Ben Miled Mohamed,Tunisie,46.0,,46,1,61,59.0,46.0,1.0,46,1,61,93,76.0,93
GMC0000621,2021-06-24,Pazan Sègbè,Bénin,33.92,,34,1,79,45.0,33.92,1.0,34,1,79,99,40.0,99
GMC0000622,2021-06-23,Ben Mansour Mohamed,Tunisie,32.12,,32,36,81,65.0,32.12,35.94,32,36,81,45,2.0,45
GMC0000623,2021-06-21,Sanogo Mamadou,Côte d'ivoire,92.49,,92,67,33,92.0,92.49,66.84,92,67,33,37,89.0,37
GMC0000624,2021-06-25,Zarrouk Mohamed,Tunisie,82.07,,82,81,52,38.0,82.07,80.6,82,81,52,90,17.0,90
GMC0000625,2021-06-21,Zouzou Owona,Cameroun,38.69,,39,24,10,13.0,38.69,23.68,39,24,10,47,,47
GMC0000626,2021-06-23,Kante Moussa,Côte d'ivoire,59.85,,60,75,69,75.0,59.85,74.63,60,75,69,55,91.0,55
GMC0000627,2021-06-24,Mezoued Mohamed,Tunisie,60.64,,61,27,48,23.0,60.64,27.05,61,27,48,23,74.0,23
GMC0000628,2021-06-24,Bouhlel Mohamed,Tunisie,46.75,,47,25,55,56.0,46.75,24.59,47,25,55,99,68.0,99
GMC0000629,2021-06-21,Diagne Astou,Sénégal,40.16,,40,59,88,32.0,40.16,58.82,40,59,88,50,9.0,50
GMC0000630,2021-06-22,Thiam Sokhna,Sénégal,33.97,,34,10,24,98.0,33.97,9.78,34,10,24,79,97.0,79
GMC0000631,2021-06-24,Ben Salah Mohamed,Tunisie,54.3,,54,100,96,35.0,54.3,100.0,54,100,96,54,,54
GMC0000632,2021-06-23,Ba Ibrahima,Sénégal,29.0,,29,26,30,53.0,29.0,25.91,29,26,30,6,70.0,6
GMC0000633,2021-06-23,Djokouehi Yawo,Bénin,71.62,73.0,72,46,55,37.0,71.62,45.65,72,46,55,73,52.0,73
GMC0000634,2021-06-24,Camara Mamadou,Côte d'ivoire,44.88,,45,43,62,40.0,44.88,42.52,45,43,62,63,73.0,63
GMC0000635,2021-06-23,Tchoutchoui Owona,Cameroun,47.32,55.0,47,61,54,49.0,47.32,61.23,47,61,54,55,85.0,55
GMC0000636,2021-06-21,Kpalla Têko,Bénin,43.95,,44,40,53,46.0,43.95,40.35,44,40,53,24,63.0,24
GMC0000637,2021-06-25,Kante Abdoulaye,Sénégal,27.44,,27,59,21,20.0,27.44,58.93,27,59,21,83,83.0,83
GMC0000638,2021-06-24,Mezri Marouane,Tunisie,69.95,,70,65,28,45.0,69.95,65.25,70,65,28,63,18.0,63
GMC0000639,2021-06-25,Kante Seydou,Côte d'ivoire,42.77,,43,71,38,39.0,42.77,70.62,43,71,38,36,30.0,36
GMC0000640,2021-06-22,Onana Nyom,Cameroun,66.92,,67,53,54,38.0,66.92,52.54,67,53,54,74,7.0,74
GMC0000641,2021-06-23,Zouzou Owona,Cameroun,41.42,,41,60,12,15.0,41.42,60.45,41,60,12,63,66.0,63
GMC0000642,2021-06-23,Ebinda N'Gog,Cameroun,62.18,,62,31,54,75.0,62.18,30.64,62,31,54,51,48.0,51
GMC0000643,2021-06-22,Kotto Mbappe,Cameroun,69.14,,69,3,14,56.0,69.14,3.25,69,3,14,82,28.0,82
GMC0000644,2021-06-21,Atchadé Têko,Bénin,1.0,,1,70,55,87.0,1.0,70.32,1,70,55,50,22.0,50
GMC0000645,2021-06-22,Badiane Lamine,Sénégal,1.0,90.0,1,66,38,37.0,1.0,66.19,1,66,38,90,35.0,90
GMC0000646,2021-06-22,Tiemoko Cisse,Côte d'ivoire,61.89,,62,62,19,100.0,61.89,62.47,62,62,19,87,12.0,87
GMC0000647,2021-06-25,Keita Modibo,Côte d'ivoire,10.13,,10,78,75,47.0,10.13,78.43,10,78,75,12,68.0,12
GMC0000648,2021-06-22,Brou Téa,Côte d'ivoire,22.25,,22,50,68,50.0,22.25,49.58,22,50,68,76,88.0,76
GMC0000649,2021-06-22,Agboyibor Komi,Bénin,25.04,,25,65,34,46.0,25.04,64.71,25,65,34,58,65.0,58
GMC0000650,2021-06-23,Dikamona Ntep,Cameroun,1.0,,1,53,20,15.0,1.0,53.11,1,53,20,67,81.0,67
GMC0000651,2021-06-22,Ndao Fatou,Sénégal,88.82,,89,48,53,34.0,88.82,47.64,89,48,53,34,19.0,34
GMC0000652,2021-06-24,Pongolle Siani,Cameroun,21.27,94.0,21,74,41,45.0,21.27,73.83,21,74,41,94,1.0,94
GMC0000653,2021-06-21,Konan Kouassi,Côte d'ivoire,54.71,,55,71,89,56.0,54.71,70.94,55,71,89,94,58.0,94
GMC0000654,2021-06-24,Owona Chedjou,Cameroun,74.72,,75,100,44,63.0,74.72,100.0,75,100,44,80,81.0,80
GMC0000655,2021-06-24,Ngal Ngando,Cameroun,10.35,,10,17,59,13.0,10.35,17.3,10,17,59,92,79.0,92
GMC0000656,2021-06-25,Ben Chérif Hedi,Tunisie,38.19,,38,70,62,48.0,38.19,69.55,38,70,62,9,82.0,9
GMC0000657,2021-06-22,Ben Mahmoud Néji,Tunisie,45.28,,45,34,29,83.0,45.28,33.9,45,34,29,88,6.0,88
GMC0000658,2021-06-21,Agossa Têko,Bénin,55.28,,55,27,40,63.0,55.28,26.89,55,27,40,84,80.0,84
GMC0000659,2021-06-25,Soumanou Gbènè,Bénin,90.29,,90,49,77,60.0,90.29,48.54,90,49,77,73,24.0,73
GMC0000660,2021-06-25,Ouattara Mamadou,Côte d'ivoire,64.17,,64,19,33,29.0,64.17,19.02,64,19,33,96,64.0,96
GMC0000661,2021-06-25,Ntoumba Mbarga,Cameroun,33.97,,34,23,91,74.0,33.97,23.42,34,23,91,54,90.0,54
GMC0000662,2021-06-23,El Hammami Mohamed,Tunisie,88.47,,88,95,64,36.0,88.47,94.71,88,95,64,49,4.0,49
GMC0000663,2021-06-23,Tchabi Kossi,Bénin,57.74,,58,84,66,52.0,57.74,84.41,58,84,66,78,24.0,78
GMC0000664,2021-06-23,Ouegnin Yayra,Bénin,38.78,,39,95,60,96.0,38.78,94.67,39,95,60,10,14.0,10
GMC0000665,2021-06-25,Yaya Mbia,Cameroun,94.23,,94,52,84,26.0,94.23,51.99,94,52,84,10,97.0,10
GMC0000666,2021-06-22,Ben Zayed Mohamed,Tunisie,56.71,,57,80,32,82.0,56.71,79.83,57,80,32,60,3.0,60
GMC0000667,2021-06-22,Agbohou Akouvi,Bénin,13.44,,13,52,32,35.0,13.44,51.96,13,52,32,53,14.0,53
GMC0000668,2021-06-21,Diatta Fatou,Sénégal,96.27,,96,84,29,34.0,96.27,84.26,96,84,29,14,10.0,14
GMC0000669,2021-06-22,Harbaoui Amine,Tunisie,92.52,,93,32,45,66.0,92.52,32.48,93,32,45,6,77.0,6
GMC0000670,2021-06-23,Diakité Moussa,Côte d'ivoire,58.83,,59,28,7,81.0,58.83,28.19,59,28,7,87,18.0,87
GMC0000671,2021-06-24,Ben Zoheir Mohamed,Tunisie,58.41,,58,62,18,20.0,58.41,62.19,58,62,18,78,40.0,78
GMC0000672,2021-06-25,Moukandjo Eto'o,Cameroun,76.43,,76,65,48,100.0,76.43,64.61,76,65,48,15,62.0,15
GMC0000673,2021-06-22,Diarra Lassana,Côte d'ivoire,79.97,,80,6,60,100.0,79.97,6.15,80,6,60,52,86.0,52
GMC0000674,2021-06-21,Odjo Koffi,Bénin,1.0,,1,66,79,19.0,1.0,66.14,1,66,79,57,33.0,57
GMC0000675,2021-06-25,Agbo Komi,Bénin,32.13,,32,89,28,87.0,32.13,88.79,32,89,28,76,26.0,76
GMC0000676,2021-06-24,Tchoutchoui Owona,Cameroun,70.11,,70,19,84,93.0,70.11,19.38,70,19,84,2,75.0,2
GMC0000677,2021-06-22,Faye Fatou,Sénégal,79.79,,80,19,44,41.0,79.79,19.47,80,19,44,40,,40
GMC0000678,2021-06-22,Kpatinvoh Akouvi,Bénin,46.82,,47,65,81,13.0,46.82,65.08,47,65,81,69,3.0,69
GMC0000679,2021-06-23,Idohou Foli,Bénin,23.13,,23,54,38,39.0,23.13,53.99,23,54,38,82,83.0,82
GMC0000680,2021-06-24,Coulibaly Ibrahim,Côte d'ivoire,86.21,,86,74,50,38.0,86.21,74.34,86,74,50,94,90.0,94
GMC0000681,2021-06-24,Kpalla Têko,Bénin,43.04,,43,26,15,74.0,43.04,26.07,43,26,15,15,48.0,15
GMC0000682,2021-06-24,Tossoukpe Akouvi,Bénin,24.08,,24,15,27,28.0,24.08,15.15,24,15,27,26,9.0,26
GMC0000683,2021-06-25,Koulibaly Adama,Côte d'ivoire,55.04,,55,26,1,30.0,55.04,25.74,55,26,1,96,15.0,96
GMC0000684,2021-06-25,Balo Kossi,Bénin,62.54,,63,26,32,71.0,62.54,26.29,63,26,32,85,12.0,85
GMC0000685,2021-06-25,Sylla Ibrahima,Sénégal,90.33,,90,38,36,50.0,90.33,37.6,90,38,36,68,58.0,68
GMC0000686,2021-06-25,Chebbi Ahmed,Tunisie,2.56,,3,60,44,58.0,2.56,60.38,3,60,44,74,60.0,74
GMC0000687,2021-06-24,Kallel Mohamed,Tunisie,82.48,,82,49,31,80.0,82.48,49.21,82,49,31,79,72.0,79
GMC0000688,2021-06-22,Moukandjo Eto'o,Cameroun,63.83,,64,35,84,35.0,63.83,35.25,64,35,84,37,100.0,37
GMC0000689,2021-06-24,El Mokni Mohamed,Tunisie,44.99,,45,67,73,73.0,44.99,67.01,45,67,73,29,51.0,29
GMC0000690,2021-06-22,Bakayoko Mamadou,Côte d'ivoire,63.64,,64,41,69,62.0,63.64,40.71,64,41,69,76,38.0,76
GMC0000691,2021-06-24,Diarra Mamadou,Côte d'ivoire,56.56,,57,16,17,54.0,56.56,16.34,57,16,17,64,97.0,64
GMC0000692,2021-06-21,Sane El Hadji,Sénégal,55.48,,55,25,43,54.0,55.48,25.08,55,25,43,17,55.0,17
GMC0000693,2021-06-23,Natta Têko,Bénin,73.31,,73,71,85,37.0,73.31,70.9,73,71,85,54,10.0,54
GMC0000694,2021-06-21,Agboyibor Komi,Bénin,93.58,76.0,94,20,69,55.0,93.58,19.92,94,20,69,76,71.0,76
GMC0000695,2021-06-22,Ngoumou Ewane,Cameroun,46.88,,47,62,45,74.0,46.88,61.66,47,62,45,21,77.0,21
GMC0000696,2021-06-22,Agbodjogbe Têko,Bénin,73.85,,74,23,68,34.0,73.85,22.74,74,23,68,23,31.0,23
GMC0000697,2021-06-21,Ghannouchi Mohamed,Tunisie,67.8,,68,24,26,32.0,67.8,24.45,68,24,26,55,7.0,55
